00448	SUBPCG PA Warm Up Delay	subpcg_pa_warmup_delay	RF CDMA
00449	GPSOne GPS RF Loss	gps1_gps_rf_lo	GPS
00450	Data Throttle Enabled	data_trtl_enabled	Data
00451	AMPS Backstop System Enabled	amps_backstop_enabled	System
00452	GPSOne Lock	gps1_lock	GPS
00453	Factory Testmode Phone Mode	ftm_mode	System
00454	Data Services Default SIO Baud Rate	ds_default_baudrate	Data
00455	DIAG Default SIO Baud Rate	diag_default_baudrate	Data
00456	JCDMA Data Services F92	jcdma_ds_f92	CDMA
00457	IMEI	imei	Security
00458	IMEI Checksum	imei_checksum	Security
00459	Data Services QC Mobile IP	ds_qcmip	Data
00460	Data Services Mobile IP Registration Retries	ds_mip_retrie	Data
00461	Data Services Mobile IP Registration Retries Initial Interval	ds_mip_retry_int	Data
00462	Data Services Mobile IP Registration Expiration Attempt Reregistration	ds_mip_pre_re_rrq_time	Data
00463	Data Services Mobile IP Number Profiles	ds_mip_num_prof	Data
00464	Data Services Mobile IP Currently Active Profiles	ds_mip_active_prof	Data
00465	Data Services Mobile IP General User Profile	ds_mip_gen_user_prof	Data
00466	Data Services Mobile IP Shared Secret User Profile	ds_mip_ss_user_prof	Data
00467	HDR Connection Suspend	hdr_con_suspend	Obsolete
00468	HDR Preferred Control Channel Cycle Enabled	hdr_pre_cc_cyc_enabled	HDR
00469	HDR Preferred Control Channel Cycle	hdr_pre_cc_cyc	HDR
00470	HDR Search Parameters	hdr_srch_param	Obsolete
00471	HDR SMP Keep Alive Timer Started	hdrsmp_keep_alive_start	Obsolete
00472	HDR SMP Keep Alive Timer Sent	hdrsmp_keep_alive_sent	Obsolete
00473	HDR SMP Keep Alive Interval	hdrsmp_keep_alive_req_int	HDR
00474	HDR AMP Address Data	hdramp_address_data	HDR
00475	HDR SCP Session Status	hdrscp_session_status	HDR
00476	HDR SCP Session Token	hdrscp_token	HDR
00477	HDR SCP Protocol Subtypes	hdrscp_protocol_subtype	HDR
00478	HDR AMP Dual Addresses Expire Time	hdramp_dual_expire_time	Obsolete
00479	HDR Stream Current Stream Configuration	hdrstream_curr_stream_cfg	HDR
00480	HDR Set Management Same Channel Parameters	hdr_set_mngmt_same_chan	HDR
00481	HDR Set Management Different Channel Parameters	hdr_set_mngmt_diff_chan	HDR
00482	HDR Location Updates Unsolicited Enabled	hdrlup_unsolicited_enabled	HDR
00483	HDR Access MAC Initial Configuration Attribute	hdramac_initial_config	HDR
00484	HDR Access MAC Power Parameters Attribute	hdramac_power_param	HDR
00485	Forward Traffic MAC DRC Gating Attribute	hdrfmac_drc_gating	HDR
00486	Forward Traffic MAC Handoff Delays Attribute	hdrfmac_handoff_delay	HDR
00487	Reverse Traffic MAC Power Parameters Attribute	hdrrmac_power_param	HDR
00488	Reverse Traffic MAC Rate Parameters Attribute	hdrrmac_rate_param	HDR
00489	HDR SLP Reset Message Sequence Number	hdrslp_reset_seqno	HDR
00490	Power Backoff vs Voltage Medium	pwr_backoff_vs_volt_med	Factory
00491	Power Backoff vs Voltage Low	pwr_backoff_vs_volt_low	Factory
00492	PA Backoff Voltage	pa_backoff_volt	Factory
00493	V Battery High/Low Voltages	vbatt_min_max	Factory
00494	Data Services Mobile IP MN Home Agent Timebase Difference	ds_mip_mn_ha_time_delta	Data
00495	Data Services Mobile IP Qualcomm PREV 6 MIP Handoff Optimization Enabled	ds_mip_qc_drs_opt	Data
00496	Second Antenna CDMA RX Linearizer Offset 0	ant2_cdma_rx_lin_off_0	RF CDMA
00497	Second Antenna CDMA RX Linearizer Slope	ant2_cdma_rx_lin_slp	RF CDMA
00498	Second Antenna CDMA RX Gain Compensation vs Frequency	ant2_cdma_rx_comp_vs_freq	RF CDMA
00499	Second Antenna CDMA RX Linearizer vs Temperature	ant2_cdma_rx_lin_vs_temp	RF CDMA
00500	PCS/CDMA RF Calibration	ant2_cdma_rx_slp_vs_temp	RF CDMA
00501	Second Antenna LNA Range Offset	ant2_lna_range_offset	RF CDMA
00502	Second Antenna LNA Range 1 2 Offset	ant2_lna_range_12_offset	RF CDMA
00503	Second Antenna CDMA LNA Offset vs Frequency	ant2_cdma_lna_offset_vs_freq	RF CDMA
00504	Second Antenna CDMA LNA 1 2 Offset vs Frequency	ant2_cdma_lna_12_offset_vs_freq	RF CDMA
00505	Second Antenna PCS/CDMA Mode RX AGC Linearization Table	ant2_pcs_rx_lin_off_0	RF PCS
00506	Second Antenna PCS RX Linearizer Slope	ant2_pcs_rx_lin_slp	RF PCS
00507	Second Antenna PCS RX Gain Compensation vs Frequency	ant2_pcs_rx_comp_vs_freq	RF PCS
00508	Second Antenna PCS RX Linearizer vs Temperature	ant2_pcs_rx_lin_vs_temp	RF PCS
00509	Second Antenna PCS RX Slope vs Temperature	ant2_pcs_rx_slp_vs_temp	RF PCS
00510	Second Antenna PCS LNA Range Offset	ant2_pcs_lna_range_offset	RF PCS
00511	Second Antenna PCS LNA Range 1 2 Offset	ant2_pcs_lna_range_12_offset	RF PCS
